,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
10873,50,blue-collar,unknown,unknown,0,913.8993944,1,1,telephone,84.73702944,5,196,7,failure,0,0,0,0,1,0,0,8269.846157,5937.3954,,15134.9089,-525.9774076,21.86917152,,,,
10874,32,blue-collar,single,secondary,0,1973.942901,1,1,unknown,329.8867357,3,-1,0,unknown,0,0,0,0,1,0,0,4097.687843,3441.710588,,5940.416882,1471.566223,,,,,
27,43,blue-collar,single,secondary,0,37.1925084,1,0,unknown,975.5227552,3,-1,0,unknown,1,0,0,0,1,0,0,4775.349032,4554.952731,,13450.7684,1424.924466,11.9724605,,,,
123,32,blue-collar,married,secondary,0,845.2965413,1,0,unknown,958.8522352,3,-1,0,unknown,1,0,0,0,1,0,0,629.9862649,,,6827.738769,1597.240352,14.42046038,,,,
222,26,blue-collar,single,secondary,1,-30.4380267,1,0,unknown,511.0050752,2,-1,0,unknown,1,0,0,0,1,0,0,2425.74475,2031.96316,,10818.98776,746.0238341,6.918243869,,,,
332,27,blue-collar,unknown,secondary,0,94.96484408,1,0,unknown,1047.70243,1,-1,0,unknown,1,0,0,0,1,0,0,2813.405789,2517.120458,,10326.65596,1541.548796,-4.84461958,,,,
361,41,blue-collar,single,secondary,0,,1,0,unknown,497.7135558,9,-1,0,unknown,1,0,0,0,1,0,0,5692.269383,5410.519054,,,-217.64367,34.81593394,,,,
371,42,blue-collar,divorced,primary,0,289.6586452,1,0,cellular,458.1627625,3,-1,0,unknown,1,0,0,0,,0,0,4950.407185,4884.595992,,8773.560576,1697.540097,43.21669589,,,,
538,28,blue-collar,married,secondary,0,799.9586688,1,0,cellular,632.9691147,5,-1,0,unknown,1,0,0,,1,,0,2490.705467,2232.021395,,-3500.820465,,34.38660948,,,,
549,32,blue-collar,married,secondary,0,492.9030495,1,0,cellular,1015.291451,9,-1,0,unknown,1,0,0,0,1,0,0,,5811.317303,,24038.42721,1446.867183,5.138400867,,,,
1037,35,blue-collar,married,secondary,0,5685.357112,1,0,cellular,966.9088526,2,-1,0,unknown,1,0,0,0,1,0,0,4398.429461,4138.344458,,20823.76301,801.3368422,9.013640067,,,,
1574,41,blue-collar,divorced,primary,0,314.2019267,1,0,cellular,1296.303827,2,-1,0,unknown,1,0,0,0,1,0,0,2538.219221,,,15110.15673,911.9537782,,,,,
1626,58,blue-collar,married,secondary,0,,1,0,cellular,186.9964196,1,-1,0,unknown,1,0,0,0,1,0,0,,,,5767.968697,1024.144795,10.18657029,,,,
1636,34,blue-collar,married,secondary,0,740.5006787,1,0,cellular,664.0707828,2,-1,0,unknown,1,0,0,0,1,0,0,2791.361981,2503.190285,,11227.64576,-271.3620658,31.43491927,,,,
1892,51,blue-collar,married,secondary,0,545.626701,1,0,cellular,933.8980228,1,-1,0,unknown,1,0,0,0,,0,0,310.3996154,,,,839.6194882,-0.859984288,,,,
1927,34,blue-collar,married,secondary,0,1143.982025,1,0,cellular,413.5713754,3,-1,0,unknown,1,0,0,0,1,0,0,3396.29654,,,7464.299494,232.4461438,35.80902296,,,,
1955,28,blue-collar,unknown,unknown,0,99.8208185,1,0,cellular,541.6927077,1,371,1,other,1,0,0,0,1,0,0,3898.177035,3547.061905,,9352.392363,,,,,,
1972,32,blue-collar,single,unknown,0,884.8964615,1,0,cellular,589.4090086,1,-1,0,unknown,1,0,0,0,1,0,0,2664.235206,,,10678.43494,2845.085818,22.99311105,,,,
1985,30,blue-collar,married,secondary,0,,1,0,cellular,614.6946283,2,-1,0,unknown,1,0,0,0,1,0,0,1951.96856,1719.111359,,7976.930349,3117.582608,9.695365807,,,,
2076,30,blue-collar,unknown,unknown,0,2151.134121,1,0,cellular,755.4224074,2,-1,0,unknown,1,0,0,0,1,0,0,,6486.46541,,7197.24752,-537.9981443,44.54045842,,,,
2078,26,blue-collar,single,primary,0,-855.1984604,1,0,cellular,852.4257136,2,-1,0,unknown,1,0,0,0,1,0,0,4417.537921,4225.515952,,12195.8949,1656.230874,56.06502903,,,,
3158,48,blue-collar,married,secondary,0,1799.435631,1,0,cellular,506.7531587,1,178,2,failure,1,0,0,0,1,0,0,4173.960975,4050.745985,,17923.16907,1152.278806,18.82866584,,,,
3450,45,blue-collar,unknown,secondary,0,86.59250742,1,0,cellular,1519.713258,1,192,4,failure,1,0,0,0,1,0,0,3518.068894,3330.811595,,15784.72188,,21.46357161,,,,
3480,48,blue-collar,married,unknown,0,1811.497787,1,0,cellular,371.3472613,1,89,3,success,1,0,0,0,1,0,0,,3920.882925,,8488.886092,2013.142231,41.17408287,,,,
3515,48,blue-collar,married,secondary,0,1307.238113,1,0,cellular,350.7549282,2,182,3,success,1,0,0,0,1,0,0,3656.777967,3370.596888,,9985.741353,994.1923244,39.63356364,,,,
3582,28,blue-collar,single,secondary,0,0.356207748,1,0,cellular,214.1960579,2,91,12,success,1,0,0,0,1,0,,,,,-8339.064362,1476.09059,12.54915183,,,,
3704,25,blue-collar,single,secondary,0,1894.7306,1,0,cellular,187.7254628,2,91,10,success,1,0,0,,1,0,0,5086.245227,4930.559474,,4191.899887,333.910666,27.13207614,,,,
3872,43,blue-collar,married,secondary,0,502.1917973,1,0,cellular,280.6977628,2,182,4,success,1,0,0,0,1,0,0,,3778.141179,,9548.737162,1556.680627,15.54330934,,,,
4101,34,blue-collar,married,secondary,0,,1,0,cellular,447.925228,1,92,3,success,1,0,0,0,,0,0,2658.932441,2471.267013,,3453.842579,1744.205993,49.56397344,,,,
4524,30,blue-collar,unknown,secondary,0,205.0717787,1,0,cellular,314.457184,1,-1,0,unknown,1,0,0,0,1,0,0,3291.199335,3000.056763,,11800.50928,1829.242244,20.89801472,,,,
4645,41,blue-collar,unknown,secondary,0,5563.325783,1,0,cellular,621.744905,1,-1,0,unknown,1,0,0,0,1,0,0,,3171.51284,,315.612915,2589.713391,29.69578796,,,,
4942,30,blue-collar,unknown,unknown,0,293.8410256,1,0,cellular,257.6192798,1,-1,0,unknown,1,0,0,0,1,0,0,,3496.090649,,3938.782576,1470.007528,22.32780812,,,,
5271,49,blue-collar,married,secondary,0,2112.839376,1,0,cellular,480.5186961,1,169,2,failure,1,0,0,0,1,0,0,2739.446461,,,-934.2321612,1285.310647,18.26102116,,,,
5358,41,blue-collar,married,primary,0,682.2762464,1,0,cellular,924.8787441,3,-1,0,unknown,0,0,0,0,1,0,0,,1918.943038,,11126.98035,249.7070261,17.73995068,,,,
5385,37,blue-collar,unknown,unknown,0,159.4965809,1,0,unknown,54.48798948,2,-1,0,unknown,0,0,0,0,1,0,0,1340.186515,1095.384223,,10902.71293,1304.521123,29.8955529,,,,
5571,38,blue-collar,married,secondary,0,90.75582693,1,0,unknown,159.7241262,2,-1,0,unknown,0,0,0,0,1,0,0,1346.228114,,,8778.725025,,14.17838358,,,,
5674,44,blue-collar,divorced,secondary,0,652.7586016,1,0,unknown,212.5364776,2,-1,0,unknown,0,0,0,0,1,0,0,2289.753544,2165.235911,,2774.679459,2717.080925,56.18010323,,,,
5705,43,blue-collar,unknown,unknown,0,307.5763289,1,0,cellular,165.2036089,5,342,16,failure,0,0,0,0,1,0,0,3798.652997,3763.629585,,6876.490607,849.8763098,17.20998804,,,,
5743,51,blue-collar,unknown,primary,0,,1,0,unknown,701.8011255,1,-1,0,unknown,0,0,0,0,1,0,0,2983.097758,2741.563374,,8257.274292,1012.887114,10.33954143,,,,
5778,49,blue-collar,married,primary,0,54.63021252,1,0,unknown,273.8907012,1,-1,0,unknown,0,0,0,0,1,0,0,,4087.373091,,19847.66963,1795.760238,23.88451225,,,,
6050,41,blue-collar,unknown,primary,0,3675.203166,1,0,cellular,316.7883308,1,330,1,failure,0,0,,0,1,0,0,3224.109368,3126.265183,,,94.8171534,23.217299,,,,
6110,31,blue-collar,unknown,primary,0,661.3824601,1,0,unknown,349.3501226,10,-1,0,unknown,0,0,0,0,1,0,0,1976.476945,1851.916054,,4697.094162,64.13534785,26.81206977,,,,
6283,49,blue-collar,married,secondary,0,3390.807362,1,0,cellular,373.3944692,2,-1,0,unknown,0,0,0,0,1,0,0,,2277.114557,,1636.200871,551.1695234,-8.282984298,,,,
6345,33,blue-collar,married,secondary,0,3625.440721,1,0,cellular,132.4416499,1,308,2,other,0,0,0,0,1,0,0,2064.572476,2066.889226,,1743.388334,605.212155,,,,,
6358,40,blue-collar,divorced,secondary,0,796.155235,1,0,unknown,135.8214907,1,-1,0,unknown,0,0,0,0,1,0,0,4643.761875,4484.11245,,13242.34716,2250.196381,24.44439351,,,,
6409,43,blue-collar,divorced,unknown,0,-24.92390955,1,0,unknown,278.2193707,2,-1,0,unknown,0,0,0,0,1,,0,,3101.154474,,14108.83212,2339.172481,13.33645806,,,,
6410,40,blue-collar,single,secondary,0,130.6542539,1,0,cellular,166.1207276,6,370,5,failure,0,,0,0,1,0,0,2196.388684,2050.24928,,4449.821235,2242.905776,16.24657985,,,,
6485,36,blue-collar,married,secondary,0,790.3598372,1,0,cellular,118.6936815,2,-1,0,unknown,0,0,0,0,1,0,0,6258.729092,6032.410091,,,1570.323349,20.88695637,,,,
6579,51,blue-collar,married,primary,0,250.4594787,1,0,cellular,693.9210309,3,274,3,failure,0,0,0,0,1,0,0,,3828.933737,,10589.20082,1951.501912,13.79718673,,,,
6589,49,blue-collar,unknown,unknown,0,4873.696295,1,0,unknown,401.4188037,1,-1,0,unknown,0,0,0,0,1,0,0,5807.472598,5493.062502,,-457.5702637,-1347.556114,32.03473473,,,,
6627,55,blue-collar,married,secondary,0,,1,0,cellular,163.7827189,1,259,4,failure,0,0,0,0,1,0,0,1954.604593,1731.89443,,5379.89552,1978.723686,-0.786824162,,,,
6721,23,blue-collar,married,secondary,0,166.5556829,1,0,unknown,253.3229455,1,-1,0,unknown,0,0,0,0,1,0,,5529.197553,5387.384318,,2912.747689,2279.09816,12.79654253,,,,
6735,29,blue-collar,married,secondary,0,384.734812,1,0,cellular,82.75428501,3,354,2,failure,0,0,0,0,1,0,0,2734.29049,2577.276543,,,647.9366587,,,,,
6829,24,blue-collar,married,secondary,0,1260.044986,1,0,cellular,436.8969007,1,-1,0,unknown,0,0,0,0,1,0,0,4552.812506,,,7287.826144,92.56960108,18.2851138,,,,
7023,47,blue-collar,married,unknown,0,191.3262393,1,0,unknown,412.3203192,2,-1,0,unknown,0,0,0,0,1,0,0,4806.674858,,,9302.591633,1519.292716,43.87273992,,,,
7037,29,blue-collar,single,secondary,0,425.3584389,1,0,unknown,189.6197464,2,-1,0,unknown,0,,0,0,1,0,0,801.5957019,597.3775486,,4776.898858,1062.363401,-4.595189099,,,,
7160,34,blue-collar,married,secondary,0,2994.208276,1,0,cellular,371.2974066,1,176,1,failure,0,0,0,0,1,0,0,,2433.497998,,10071.603,-669.026038,15.76801312,,,,
7184,47,blue-collar,married,primary,0,3080.689732,1,0,cellular,164.0652087,2,-1,0,unknown,0,0,0,0,1,0,0,3613.779603,3314.504425,,,1972.870916,,,,,
7449,39,blue-collar,married,primary,0,818.1183318,1,0,unknown,378.7277596,3,-1,0,unknown,0,0,0,0,1,,0,4493.130379,4300.155344,,8721.323821,-382.0845632,28.03966642,,,,
7631,36,blue-collar,unknown,secondary,0,,1,0,cellular,198.8635852,3,-1,0,unknown,0,0,0,0,1,0,0,2905.993769,2540.461819,,4940.239602,503.8201037,,,,,
7681,30,blue-collar,divorced,primary,0,74.12838786,1,0,unknown,108.9009986,9,-1,0,unknown,0,0,0,,1,,0,3829.664623,3688.571802,,12905.73684,761.0547211,7.595852873,,,,
7834,40,blue-collar,unknown,secondary,0,,1,0,cellular,201.5399888,4,-1,0,unknown,0,0,0,0,1,0,0,3569.338761,3532.820222,,-1240.535246,730.7244276,28.97458569,,,,
7848,54,blue-collar,married,unknown,0,2966.398262,1,0,unknown,185.7645548,2,-1,0,unknown,0,0,0,0,,,0,2431.310525,2258.018514,,8998.563581,,41.81771943,,,,
7922,26,blue-collar,single,secondary,0,,1,0,unknown,354.6395376,1,-1,0,unknown,0,0,0,0,1,0,0,872.8545959,607.7675915,,,,14.15164143,,,,
8157,40,blue-collar,divorced,unknown,0,638.0315191,1,0,cellular,385.5960916,2,357,5,failure,0,0,0,0,1,0,0,,-381.5418399,,-537.2124317,945.2967167,14.08133799,,,,
8158,29,blue-collar,married,primary,0,151.4156231,1,0,cellular,41.82110691,11,-1,0,unknown,0,0,0,0,1,0,0,6879.757019,,,3872.823987,1480.123996,23.99064883,,,,
8172,35,blue-collar,single,secondary,0,542.1636108,1,0,unknown,130.3087847,1,-1,0,unknown,0,0,,0,1,0,0,485.6866821,316.8807161,,1888.588371,1270.37264,10.0924678,,,,
8320,33,blue-collar,married,secondary,0,415.8443989,1,0,cellular,273.5858117,1,-1,0,unknown,0,0,0,0,,0,0,2841.513915,2594.395936,,8924.393358,1161.671687,,,,,
8694,47,blue-collar,married,primary,0,694.4302597,1,0,unknown,66.97037549,6,-1,0,unknown,0,0,0,0,1,0,0,1914.488688,1666.711531,,6167.091383,835.5642651,,,,,
8824,32,blue-collar,unknown,secondary,0,151.7117854,1,0,unknown,152.2434545,6,-1,0,unknown,0,0,0,0,1,0,0,3238.374139,2955.368345,,12374.02998,1253.624049,-8.191964867,,,,
8970,31,blue-collar,single,secondary,1,-580.7248856,1,0,unknown,209.4487967,9,-1,0,unknown,0,0,0,,1,0,0,,4086.883497,,1299.297863,1672.993536,15.59266977,,,,
9033,45,blue-collar,married,primary,0,1606.732123,1,0,cellular,201.5523426,1,-1,0,unknown,0,0,0,,1,0,0,2326.062023,2101.857616,,,1238.90028,23.02806335,,,,
9155,51,blue-collar,married,secondary,0,16.80986777,1,0,unknown,204.4581957,2,-1,0,unknown,0,0,0,0,1,0,0,2643.112628,2457.322127,,2014.915837,,21.03034755,,,,
9326,25,blue-collar,single,primary,0,,1,0,telephone,93.99045526,2,-1,0,unknown,0,0,0,0,1,0,0,,798.8840126,,8358.978639,1692.098865,13.96823237,,,,
9416,28,blue-collar,unknown,tertiary,0,817.8842066,1,0,unknown,178.4957804,4,-1,0,unknown,0,0,,0,1,0,0,4367.943188,4227.732255,,13039.2607,-18.99755535,19.58744209,,,,
9527,33,blue-collar,single,primary,0,,1,0,unknown,220.540764,2,-1,0,unknown,0,0,,0,1,0,0,3248.59725,3038.489531,,10761.33771,1867.173603,45.65029542,,,,
9583,38,blue-collar,single,unknown,0,536.2004214,1,0,unknown,325.7743384,1,-1,0,unknown,0,0,0,0,1,0,0,,1709.089454,,2832.904531,1025.525294,31.40498815,,,,
9607,26,blue-collar,married,secondary,0,912.9289596,1,0,cellular,842.4758057,3,-1,0,unknown,0,0,0,0,1,0,0,-42.115403,,,14530.02242,1139.273013,4.390978124,,,,
9790,56,blue-collar,married,secondary,0,,1,0,unknown,37.73910184,1,-1,0,unknown,0,0,0,0,1,0,0,2403.54404,2234.137536,,,1286.058812,48.30979252,,,,
9927,44,blue-collar,single,primary,0,23.51072926,1,0,cellular,197.988266,1,-1,0,unknown,0,0,0,0,1,0,0,6216.05995,6028.39305,,-1128.605988,2424.093616,24.7790245,,,,
10010,40,blue-collar,married,primary,0,2851.003604,1,0,cellular,182.8421605,6,353,23,failure,0,0,0,0,1,0,0,3331.100473,3159.242394,,11094.8447,2318.091578,10.64757112,,,,
10167,28,blue-collar,married,primary,0,,1,0,unknown,124.5828782,4,-1,0,unknown,0,0,0,0,1,0,0,5099.336669,,,3684.211287,1402.896834,24.85325056,,,,
10187,28,blue-collar,single,unknown,0,1057.555973,1,0,cellular,270.8486964,3,-1,0,unknown,0,0,0,0,1,0,0,4112.386942,3870.29173,,14706.09846,-403.5556936,14.40477719,,,,
10209,53,blue-collar,married,secondary,0,-3.141729169,1,0,cellular,440.4927039,2,-1,0,unknown,0,0,0,0,1,0,0,4122.239144,3914.743032,,5459.889355,1432.70918,10.42215655,,,,
10233,40,blue-collar,married,unknown,0,3.995651516,1,0,cellular,277.5096078,1,-1,0,unknown,0,0,0,0,1,0,0,3393.681261,3060.922272,,9444.993017,264.1678036,20.65824111,,,,
10257,29,blue-collar,married,secondary,0,-499.9544389,1,0,unknown,180.9992648,3,-1,0,unknown,0,,0,0,1,0,0,,5090.693874,,16616.41126,2923.591012,,,,,
10272,42,blue-collar,married,unknown,0,-23.0590806,1,0,cellular,233.2147573,4,271,5,failure,0,0,0,0,1,0,,3483.014598,3255.971687,,14414.81018,2097.609684,4.320562907,,,,
10337,23,blue-collar,single,secondary,0,,1,0,unknown,538.6065773,2,-1,0,unknown,0,0,0,0,1,0,0,,3887.70377,,7014.017989,741.4070165,32.16602755,,,,
10424,28,blue-collar,single,secondary,0,522.906372,1,0,cellular,214.1654825,1,-1,0,unknown,0,0,0,0,1,0,0,1882.205755,1670.853783,,11698.69003,-285.6666919,32.54416271,,,,
10443,46,blue-collar,married,secondary,0,,1,0,cellular,214.2016017,1,-1,0,unknown,0,0,0,0,1,0,0,3493.294818,3297.531727,,3662.243639,-134.1413129,,,,,
10636,47,blue-collar,married,secondary,0,3651.455987,1,0,unknown,175.124153,4,-1,0,unknown,0,0,0,,1,0,0,2954.983201,2797.878864,,524.6069919,904.8111801,18.75546919,,,,
10649,49,blue-collar,married,secondary,0,,1,0,unknown,159.8703392,4,-1,0,unknown,0,0,0,0,1,0,0,2530.27201,2171.353734,,10550.7778,1790.740498,-5.896728921,,,,
10736,44,blue-collar,married,primary,0,128.3728921,1,0,unknown,247.2326844,2,-1,0,unknown,0,0,0,0,1,0,,,3832.324376,,9481.785224,897.5468579,34.94689318,,,,
10778,48,blue-collar,married,primary,0,1092.875812,1,0,cellular,243.1919683,2,-1,0,unknown,0,0,0,0,1,0,0,2700.656728,,,,760.4940283,37.92671466,,,,
10870,52,blue-collar,married,primary,0,4897.270358,1,0,unknown,196.9503862,2,-1,0,unknown,0,0,0,0,1,0,0,3649.306983,,,7130.140782,2764.105395,0.534856637,,,,
10937,42,blue-collar,married,unknown,0,229.6800389,1,0,cellular,629.7681633,1,-1,0,unknown,0,0,0,0,1,0,0,250.0433194,148.1911914,,12751.81751,732.5015821,13.55942816,,,,
11005,31,blue-collar,married,secondary,0,1701.935428,1,0,cellular,638.8635007,2,17,2,failure,0,0,,0,1,0,0,1388.844271,,,11582.57036,1083.329413,25.0714102,,,,
11104,30,blue-collar,single,secondary,0,1071.314875,1,0,cellular,294.2545166,1,317,2,other,0,0,0,0,1,0,0,-617.667649,-988.7122915,,17711.88791,2053.546168,44.39256094,,,,
475,43,blue-collar,married,secondary,0,237.9776177,0,1,cellular,1060.264062,11,-1,0,unknown,1,0,0,0,1,0,0,2364.245148,2174.411252,,6990.515558,,6.350351341,,,,
616,41,blue-collar,married,secondary,0,-175.4010417,0,1,cellular,851.331689,3,-1,0,unknown,1,0,0,0,1,,0,1368.683755,,,17082.26385,1757.874562,,,,,
3628,52,blue-collar,married,unknown,0,979.6269349,0,1,cellular,326.5658348,2,134,4,success,1,0,0,0,1,0,0,1318.472285,993.7175921,,,2240.787099,9.343906709,,,,
4138,46,blue-collar,married,secondary,0,514.7164798,0,1,cellular,640.4983325,6,-1,0,unknown,1,0,0,0,1,0,0,2064.577692,1880.018709,,10881.94978,967.9226464,7.328478445,,,,
4328,29,blue-collar,single,secondary,0,10.63120757,0,1,cellular,608.7701033,1,-1,0,unknown,1,0,0,0,1,0,0,2285.639621,1959.599983,,14569.55938,2124.570512,14.82493878,,,,
4467,31,blue-collar,married,secondary,0,1861.997356,0,1,cellular,183.1362963,2,-1,0,unknown,1,0,0,0,1,0,0,1113.527793,953.6428508,,3196.382903,70.4425378,9.709588389,,,,
6425,33,blue-collar,married,tertiary,0,,0,1,cellular,555.7769009,3,-1,0,unknown,0,0,0,0,1,0,0,3539.638208,3259.914356,,18922.35877,-1140.594216,5.867402384,,,,
7661,48,blue-collar,married,unknown,0,548.6209424,0,1,cellular,199.5637351,2,-1,0,unknown,0,0,0,0,1,,,,,,8558.944071,561.2131128,35.35904126,,,,
10038,43,blue-collar,married,primary,0,295.9228464,0,1,cellular,37.59078581,1,-1,0,unknown,0,0,,0,1,0,0,,930.5057142,,11423.27716,479.9759972,22.21944399,,,,
10575,55,blue-collar,divorced,unknown,0,537.7534437,0,1,cellular,136.0554772,4,-1,0,unknown,0,0,0,0,1,0,0,,2433.651378,,11907.21489,707.6560128,8.027299539,,,,
10599,56,blue-collar,married,primary,0,,0,1,cellular,118.1778327,7,-1,0,unknown,0,0,0,0,1,0,0,950.9743652,743.6063126,,14783.85384,1790.480365,-28.0396297,,,,
10706,39,blue-collar,married,secondary,0,176.4481204,0,1,cellular,448.7629957,4,-1,0,unknown,0,0,0,0,1,0,0,1895.516996,1606.621063,,4088.405422,-238.7205943,11.21311614,,,,
330,42,blue-collar,single,unknown,0,649.8189408,0,0,unknown,702.3160763,3,-1,0,unknown,1,0,0,0,1,0,0,1773.489497,1530.139267,,10440.15278,2457.792621,23.60763211,,,,
383,31,blue-collar,single,secondary,0,784.8400346,0,0,cellular,747.5323009,2,-1,0,unknown,1,0,0,0,1,0,0,,1775.752108,,1874.988044,364.0669739,16.52189737,,,,
459,30,blue-collar,single,primary,0,,0,0,cellular,763.3847559,3,-1,0,unknown,1,0,0,0,1,0,0,1477.470575,1131.912508,,6449.867761,613.7792935,,,,,
731,48,blue-collar,married,unknown,0,,0,0,cellular,895.2623704,3,-1,0,unknown,1,0,0,0,1,0,0,2382.486535,2458.896539,,10314.15312,583.6503058,20.9553811,,,,
876,53,blue-collar,married,primary,0,,0,0,cellular,2389.721187,6,-1,0,unknown,1,0,0,0,1,0,0,1546.539534,1328.834426,,10734.13717,1145.433607,30.43038345,,,,
936,32,blue-collar,single,tertiary,0,775.6817733,0,0,unknown,122.0200687,1,-1,0,unknown,1,0,0,0,1,0,0,795.2501517,,,5169.075719,813.3896203,20.35502629,,,,
941,57,blue-collar,married,unknown,0,3625.039464,0,0,telephone,190.3018524,1,-1,0,unknown,1,0,0,0,,0,0,2246.757739,2294.607562,,6067.168196,,36.89509711,,,,
983,40,blue-collar,unknown,secondary,0,40.17715894,0,0,cellular,1016.615877,1,-1,0,unknown,1,0,0,0,1,0,0,,317.5680222,,9823.034184,1367.235449,2.722411256,,,,
1327,21,blue-collar,single,secondary,0,724.5913259,0,0,cellular,261.8402151,1,-1,0,unknown,1,0,0,0,1,0,0,1588.108834,,,9957.202956,3820.055663,-19.603256,,,,
1414,30,blue-collar,single,tertiary,0,326.4026288,0,0,cellular,486.3365553,4,-1,0,unknown,1,0,0,0,1,0,0,,,,896.6682208,683.2698003,,,,,
2228,42,blue-collar,married,unknown,0,2949.660125,0,0,cellular,708.6173217,1,195,1,failure,1,0,0,0,1,0,0,1777.118087,,,1016.981266,796.0462653,51.93268378,,,,
2532,26,blue-collar,single,secondary,0,,0,0,cellular,150.951039,1,-1,0,unknown,1,0,0,0,1,0,0,1479.079229,,,11789.75743,-121.0090306,22.87376244,,,,
3384,60,blue-collar,married,primary,0,,0,0,unknown,155.4638714,1,-1,0,unknown,1,0,0,0,1,0,0,2274.312476,2392.737813,,14947.58721,3303.35745,17.81425131,,,,
3626,46,blue-collar,married,secondary,0,1786.500697,0,0,cellular,206.4630187,2,52,7,failure,1,0,0,,1,0,0,2051.935987,,,9392.275143,3087.932838,28.35952612,,,,
3710,26,blue-collar,single,secondary,0,2110.573367,0,0,cellular,284.1029582,3,182,2,success,1,0,0,0,1,,0,,693.6076932,,17499.13472,1912.877612,19.29257629,,,,
3746,54,blue-collar,married,secondary,0,1724.437048,0,0,telephone,1029.946089,2,-1,0,unknown,1,0,0,0,1,0,0,1098.307836,652.0138056,,-444.6053783,1163.802355,-1.242270033,,,,
4226,27,blue-collar,single,tertiary,0,,0,0,cellular,556.6065992,3,182,3,success,1,0,0,0,1,0,0,870.5422729,379.4456544,,9529.740405,2005.871102,-5.008288527,,,,
4742,36,blue-collar,married,primary,0,859.7915244,0,0,cellular,1533.782909,1,345,8,failure,1,0,0,0,1,0,0,,2717.589592,,3536.519717,2053.941252,14.98871033,,,,
5162,39,blue-collar,married,secondary,0,2528.905321,0,0,cellular,251.8674523,2,276,3,other,1,0,0,0,1,0,0,2488.02001,2534.590053,,,908.0741168,49.59489172,,,,
5170,34,blue-collar,married,secondary,0,242.0257687,0,0,cellular,958.5956103,2,-1,0,unknown,1,0,0,0,1,0,0,3019.472415,3354.518799,,18453.86411,2094.483506,,,,,
5356,45,blue-collar,married,primary,0,944.5450218,0,0,cellular,248.8481052,8,-1,0,unknown,0,0,0,0,1,0,0,2904.526011,3127.39078,,14911.75426,,26.16485645,,,,
5671,52,blue-collar,married,unknown,0,1626.330459,0,0,unknown,129.8998026,3,-1,0,unknown,0,0,0,0,1,0,0,1424.43695,1110.117483,,1159.579859,591.7715768,,,,,
5745,41,blue-collar,unknown,unknown,0,2110.818379,0,0,cellular,72.99712711,1,110,2,success,0,0,0,0,1,0,0,1134.983372,722.8284897,,3654.397991,,,,,,
6044,53,blue-collar,divorced,primary,0,614.4134681,0,0,telephone,30.30401343,5,-1,0,unknown,0,0,0,0,1,0,0,1702.767945,1539.766424,,12534.12268,1954.858466,46.56742854,,,,
6151,59,blue-collar,unknown,unknown,0,407.8319346,0,0,unknown,128.4371121,4,-1,0,unknown,0,0,0,0,1,0,,2813.15379,3187.370744,,,1250.072812,12.77563493,,,,
6159,54,blue-collar,married,primary,0,553.7572202,0,0,telephone,95.57332282,2,-1,0,unknown,0,0,0,0,1,0,0,,3403.126252,,-968.7254654,1541.181372,-0.436132181,,,,
